Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Sequence)	Level (Unit)	Level (Module)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Action	Action	Input	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Original Problem Name)	CF (oli:activityGuid)	CF (oli:highStakes)	CF (oli:purpose)	CF (oli:resourceType)	CF (step_id)	CF (tool_event_time)	CF (tutor_event_time)
206	All Data	6aeae874d0c5b45da0d725117903f47e	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:15	America/Los_Angeles	1	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	undefined undefined	1	0	HINT	hint																								ButtonPressed		hint request		Replace inadmissible operators by equivalent formulae.		1	2	none	none	Single-KC		KC35		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 20:15:05.803 UTC	2018-07-22 20:15:05.815 UTC
207	All Data	41128221fee2dbb5a544fae73107615c	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:15	America/Los_Angeles	1	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	undefined undefined	2	0	HINT	hint																								ButtonPressed		hint request		Replace inadmissible operators by equivalent formulae.		1	2	none	none	Single-KC		KC35		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 20:15:06.796 UTC	2018-07-22 20:15:06.802 UTC
208	All Data	293ac12d74d2af6b37c6380931d21b7c	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:15	America/Los_Angeles	2	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	undefined undefined	3	0	HINT	nextButton																								ButtonPressed		hint request		"The inadmissible symbol is highlighted and bolded: <br></br>~p|(q <b style=""background-color: #FFFF00"">&</b> r)<br style = ""margin: 0"">Use a different operator; see legend for reference."		2	2	none	none	Single-KC		KC35		Carnegie Mellon University	csdmpf18							2018-07-22 20:15:08.8 UTC	2018-07-22 20:15:08.10 UTC
209	All Data	c740ad5c7ad886cca257504621f45849	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:15	America/Los_Angeles	17	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	submit_btn2 ButtonPressed	1	1	CORRECT	ans_table_c2																								UpdateTextField		p->~(~q|~r)		Good move				none	none	Single-KC		KC96		Carnegie Mellon University	csdmpf18						-1	2018-07-22 20:15:59.440 UTC	2018-07-22 20:15:59.465 UTC
210	All Data	58fea1f530cef3a9cb0cf11da80ca0d5	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:15	America/Los_Angeles	17	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46					group3																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-22 20:15:59.462 UTC	
211	All Data	ad889e4d0ec50e7da124a866baf6220c	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:15	America/Los_Angeles	17	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46					ans_table_c2																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-22 20:15:59.460 UTC	
212	All Data	e54102edb7c1a3eea5f3e23766ed4ce2	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:16	America/Los_Angeles	1	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	undefined undefined	4	0	HINT	hint																								ButtonPressed		hint request		Replace inadmissible operators by equivalent formulae.		1	2	none	none	Single-KC		KC35		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 20:16:00.779 UTC	2018-07-22 20:16:00.790 UTC
213	All Data	52643a5a75099db703fa35d3493f82e3	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:16	America/Los_Angeles	1	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	done ButtonPressed	1	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC254		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 20:16:01.379 UTC	2018-07-22 20:16:01.391 UTC
214	All Data	35860381e61902e26a946e61faff1b62	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:16	America/Los_Angeles	39	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	undefined undefined	5	0	HINT	ans_table_c3	hint																							ButtonPressed	PreviousFocus	hint request		Replace inadmissible operators by equivalent formulae.		1	2	none	none	Single-KC		KC35		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 20:16:40.470 UTC	2018-07-22 20:16:40.478 UTC
215	All Data	cfab4e82adf017c99fa3babefa926384	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:16	America/Los_Angeles	1	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	undefined undefined	6	0	HINT	nextButton																								ButtonPressed		hint request		"The inadmissible symbol is highlighted and bolded: <br></br>p->~(~q <b style=""background-color: #FFFF00"">|</b> ~r)<br style = ""margin: 0"">Use a different operator; see legend for reference."		2	2	none	none	Single-KC		KC35		Carnegie Mellon University	csdmpf18							2018-07-22 20:16:41.802 UTC	2018-07-22 20:16:41.804 UTC
216	All Data	845ddcb9501d967693923cf4cfbfd5b0	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:22	America/Los_Angeles	117	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	submit_btn3 ButtonPressed	1	1	CORRECT	ans_table_c3																								UpdateTextField		p->~(~(~(~q|~r)))		Good move				none	none	Single-KC		KC70		Carnegie Mellon University	csdmpf18						-1	2018-07-22 20:22:32.306 UTC	2018-07-22 20:22:32.336 UTC
217	All Data	3afa256d2045b923880a84c455a1e153	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:22	America/Los_Angeles	117	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46					group4																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-22 20:22:32.334 UTC	
218	All Data	914b7c2696cf0b54e693887b8c5de64f	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:22	America/Los_Angeles	117	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46					ans_table_c3																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-22 20:22:32.331 UTC	
219	All Data	1d9b533063c3d243e0f39291b9a77934	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:22	America/Los_Angeles	9	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	done ButtonPressed	2	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC254		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 20:22:41.189 UTC	2018-07-22 20:22:41.200 UTC
220	All Data	ecc716d564496fec7d7ed6d7d36ac48e	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:23	America/Los_Angeles	55	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	undefined undefined	7	0	HINT	hint	submit_btn4																							ButtonPressed	PreviousFocus	hint request		Replace inadmissible operators by equivalent formulae.		1	2	none	none	Single-KC		KC35		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 20:23:36.770 UTC	2018-07-22 20:23:36.777 UTC
221	All Data	82db3105eb92f3549161512bcf659a7f	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:23	America/Los_Angeles	2	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	undefined undefined	8	1	HINT	nextButton																								ButtonPressed		hint request		"The inadmissible symbol is highlighted and bolded: <br></br>p->~(~(~(~q <b style=""background-color: #FFFF00"">|</b> ~r)))<br style = ""margin: 0"">Use a different operator; see legend for reference."		2	2	none	none	Single-KC		KC35		Carnegie Mellon University	csdmpf18							2018-07-22 20:23:38.136 UTC	2018-07-22 20:23:38.139 UTC
226	All Data	9c111e1a918c1ac2217422ced37e3521	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:26	America/Los_Angeles	6	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	submit_btn4 ButtonPressed	1	0	INCORRECT	ans_table_c4																								UpdateTextField		p		"Your answer is not correct because if <ul style=""margin: 0;""><li>p is true</li><li>q is true</li><li>r is false</li></ul>the correct solution has a different truth value than your expression."				none	none	Single-KC		KC230		Carnegie Mellon University	csdmpf18						"[submit_btn4,ButtonPressed]"	2018-07-22 20:26:03.420 UTC	2018-07-22 20:26:03.444 UTC
227	All Data	990e8685d0c521720605f2bb8bd67af4	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:29	America/Los_Angeles	183	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	submit_btn4 ButtonPressed	2	0	HINT	ans_table_c4	hint																							ButtonPressed	PreviousFocus	hint request		Replace inadmissible operators by equivalent formulae.		1	1	none	none	Single-KC		KC230		Carnegie Mellon University	csdmpf18						"[submit_btn4,ButtonPressed]"	2018-07-22 20:29:06.907 UTC	2018-07-22 20:29:06.911 UTC
228	All Data	af68b5daae14576af6205680eccea90e	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:29	America/Los_Angeles	1	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	1	7/22/18 19:46	submit_btn4 ButtonPressed	3	0	HINT	ans_table_c4	hint																							ButtonPressed	PreviousFocus	hint request		Replace inadmissible operators by equivalent formulae.		1	1	none	none	Single-KC		KC230		Carnegie Mellon University	csdmpf18						"[submit_btn4,ButtonPressed]"	2018-07-22 20:29:07.626 UTC	2018-07-22 20:29:07.632 UTC
229	All Data	3f4e628944e8f32baaa2248154c42544	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:37	America/Los_Angeles	2.667	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37	submit_btn4 ButtonPressed	1	1	CORRECT	ans_table_c4																								UpdateTextField		p -> (q & r)		Good move				none	none	Single-KC		KC230		Carnegie Mellon University	csdmpf18						-1	2018-07-22 20:37:24.35 UTC	2018-07-22 20:37:24.54 UTC
230	All Data	09a37f32207f44561bd80a501c513bb9	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:37	America/Los_Angeles	2.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37					group5																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-22 20:37:24.52 UTC	
231	All Data	5a42afbdd7801b89432c683fc56cec20	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:37	America/Los_Angeles	2.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37					ans_table_c4																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-22 20:37:24.50 UTC	
232	All Data	4ad44f6bddec497ccb387462fb92d210	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:39	America/Los_Angeles	150	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37	submit_btn5 ButtonPressed	1	0	INCORRECT	ans_table_c5																								UpdateTextField		q->~r		"Your answer is not correct because if <ul style=""margin: 0;""><li>q is true</li><li>r is true</li><li>p is true</li></ul>the correct solution has a different truth value than your expression."				none	none	Single-KC		KC58		Carnegie Mellon University	csdmpf18						"[submit_btn5,ButtonPressed]"	2018-07-22 20:39:54.75 UTC	2018-07-22 20:39:54.108 UTC
233	All Data	155dc900b1b9058d46eb8014da02cb67	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:40	America/Los_Angeles	23	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37	submit_btn5 ButtonPressed	2	0	INCORRECT	ans_table_c5																								UpdateTextField		p-> q --> ~r		"First syntax error found with highlighting and bold <b style=""background-color: #FFFF00"">character</b>: <br></br>p-> q  <b style=""background-color: #FFFF00"">-</b> -> ~r"				none	none	Single-KC		KC58		Carnegie Mellon University	csdmpf18						"[submit_btn5,ButtonPressed]"	2018-07-22 20:40:17.289 UTC	2018-07-22 20:40:17.304 UTC
234	All Data	f7433ccd3ac5d0d978fe61d4895aeb3b	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:40	America/Los_Angeles	7	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37	submit_btn5 ButtonPressed	3	0	INCORRECT	ans_table_c5																								UpdateTextField		p-> (q -> ~r)		"Your answer is not correct because if <ul style=""margin: 0;""><li>p is true</li><li>q is true</li><li>r is true</li></ul>the correct solution has a different truth value than your expression."				none	none	Single-KC		KC58		Carnegie Mellon University	csdmpf18						"[submit_btn5,ButtonPressed]"	2018-07-22 20:40:24.562 UTC	2018-07-22 20:40:24.594 UTC
235	All Data	2d16ad82b8bc52ab973f1ab628cd0e44	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:41	America/Los_Angeles	82	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37	submit_btn5 ButtonPressed	4	0	INCORRECT	ans_table_c5																								UpdateTextField		p -> ~(q --> ~r)		"First syntax error found with highlighting and bold <b style=""background-color: #FFFF00"">character</b>: <br></br>p -> ~(q  <b style=""background-color: #FFFF00"">-</b> -> ~r)"				none	none	Single-KC		KC58		Carnegie Mellon University	csdmpf18						"[submit_btn5,ButtonPressed]"	2018-07-22 20:41:46.679 UTC	2018-07-22 20:41:46.693 UTC
236	All Data	b13d6478eb01bb954366d0f321ebbf33	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:41	America/Los_Angeles	1	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37	submit_btn5 ButtonPressed	5	1	CORRECT	ans_table_c5																								UpdateTextField		p -> ~(q -> ~r)		Good move				none	none	Single-KC		KC58		Carnegie Mellon University	csdmpf18						-1	2018-07-22 20:41:49.569 UTC	2018-07-22 20:41:49.591 UTC
237	All Data	9ef7616370047ed472adb0e883b930c0	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:41	America/Los_Angeles	1	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37					ans_table_c5																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-22 20:41:49.588 UTC	
238	All Data	09e39ca63980af8beb075edda6f71338	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:41	America/Los_Angeles	1	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37					group6																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-22 20:41:49.588 UTC	
239	All Data	100a2c5fcbb8a637411ccafc5f2e7361	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 20:41	America/Los_Angeles	2	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_1_problem_5	3	7/22/18 20:37	done ButtonPressed	1	1	CORRECT	done																								ButtonPressed		-1						none	none	Single-KC		KC254		Carnegie Mellon University	csdmpf18						-1	2018-07-22 20:41:51.130 UTC	2018-07-22 20:41:51.140 UTC
385	All Data	2efd47868909d11451bd33575861025e	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:55	America/Los_Angeles	1.333	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_5	4	7/22/18 21:10	submit_btn1 ButtonPressed	1	1	CORRECT	ans_table_c1																								UpdateTextField		p		Good move				none	none	Single-KC		KC126		Carnegie Mellon University	csdmpf18						-1	2018-07-22 21:55:37.586 UTC	2018-07-22 21:55:37.608 UTC
386	All Data	522fb0a50a7087277359ed61ae0d6d49	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:55	America/Los_Angeles	1.333	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_5	4	7/22/18 21:10					ans_table_c1																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:55:37.605 UTC	
387	All Data	7730747121f875ec3682fb033f7fa7fe	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:55	America/Los_Angeles	1.333	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_5	4	7/22/18 21:10					group2																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:55:37.606 UTC	
388	All Data	ed2722d0459d5fac2da54aca181b964a	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:55	America/Los_Angeles	2	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_5	4	7/22/18 21:10	done ButtonPressed	1	1	CORRECT	done																								ButtonPressed		-1						none	none	Single-KC		KC25		Carnegie Mellon University	csdmpf18						-1	2018-07-22 21:55:39.382 UTC	2018-07-22 21:55:39.393 UTC
