Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Sequence)	Level (Unit)	Level (Module)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Action	Action	Input	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Original Problem Name)	CF (oli:activityGuid)	CF (oli:highStakes)	CF (oli:purpose)	CF (oli:resourceType)	CF (step_id)	CF (tool_event_time)	CF (tutor_event_time)
306	All Data	5b2c344bfa743820d4258ada9c41988e	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:29	America/Los_Angeles	2	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn1 ButtonPressed	11	1	CORRECT	ans_table_c1																								UpdateTextField		~((p|~q))&(p|r)		Good move				none	none	Single-KC		KC253		Carnegie Mellon University	csdmpf18						-1	2018-07-22 21:29:19.860 UTC	2018-07-22 21:29:19.889 UTC
307	All Data	ddeb5c69af441d5ba6966ef8860abe35	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:29	America/Los_Angeles	2	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10					ans_table_c1																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:29:19.884 UTC	
308	All Data	8cc532fa820030b20fad905fe98746d2	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:29	America/Los_Angeles	2	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10					group2																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:29:19.885 UTC	
309	All Data	4191b52026623c9211551967cf51558d	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:29	America/Los_Angeles	5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	done ButtonPressed	1	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC64		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 21:29:24.659 UTC	2018-07-22 21:29:24.679 UTC
310	All Data	431f8c9da713c67d81fd622765181289	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:29	America/Los_Angeles	33	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn2 ButtonPressed	1	0	INCORRECT	ans_table_c2																								UpdateTextField		(~p|q)&(p|r)		"Your answer is incorrect, here's a counterexample:<ul style=""margin: 0;""><li>p is true</li><li>q is true</li><li>r is true</li></ul>where the given expression and your expression evaluate differently."				none	none	Single-KC		KC50		Carnegie Mellon University	csdmpf18						"[submit_btn2,ButtonPressed]"	2018-07-22 21:29:57.899 UTC	2018-07-22 21:29:57.937 UTC
311	All Data	6b128b45d079e0208b90d9a13399e8af	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:30	America/Los_Angeles	3	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn2 ButtonPressed	2	0	INCORRECT	ans_table_c2																								UpdateTextField		(~p|~~q)&(p|r)		"Your answer is incorrect, here's a counterexample:<ul style=""margin: 0;""><li>p is true</li><li>q is true</li><li>r is true</li></ul>where the given expression and your expression evaluate differently."				none	none	Single-KC		KC50		Carnegie Mellon University	csdmpf18						"[submit_btn2,ButtonPressed]"	2018-07-22 21:30:00.995 UTC	2018-07-22 21:30:01.30 UTC
312	All Data	aa3df2a66d82cb58fc1b41f8d510662f	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:30	America/Los_Angeles	5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn2 ButtonPressed	3	0	INCORRECT	ans_table_c2																								UpdateTextField		(~p|~(~q))&(p|r)		"Your answer is incorrect, here's a counterexample:<ul style=""margin: 0;""><li>p is true</li><li>q is true</li><li>r is true</li></ul>where the given expression and your expression evaluate differently."				none	none	Single-KC		KC50		Carnegie Mellon University	csdmpf18						"[submit_btn2,ButtonPressed]"	2018-07-22 21:30:05.171 UTC	2018-07-22 21:30:05.204 UTC
313	All Data	6bb50ff411fd190398956756f778cdfa	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:30	America/Los_Angeles	13	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn2 ButtonPressed	4	0	INCORRECT	ans_table_c2																								UpdateTextField		~(p|~q))&(p|r)		"First syntax error found with highlighting and bold <b style=""background-color: #FFFF00"">character</b>: <br></br>~(p|~q) <b style=""background-color: #FFFF00"">)</b> &(p|r)"				none	none	Single-KC		KC50		Carnegie Mellon University	csdmpf18						"[submit_btn2,ButtonPressed]"	2018-07-22 21:30:18.563 UTC	2018-07-22 21:30:18.586 UTC
314	All Data	bd709b40fdc97ae1d352305ada66525d	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:30	America/Los_Angeles	1	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn2 ButtonPressed	5	1	CORRECT	ans_table_c2																								UpdateTextField		~(p|~q)&(p|r)		Good move				none	none	Single-KC		KC50		Carnegie Mellon University	csdmpf18						-1	2018-07-22 21:30:21.906 UTC	2018-07-22 21:30:21.935 UTC
315	All Data	64c3d7e91120a501420f77ad0037e69b	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:30	America/Los_Angeles	1	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10					ans_table_c2																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:30:21.931 UTC	
316	All Data	84580bb2a8c9eb19a7070c4e4af7f439	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:30	America/Los_Angeles	1	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10					group3																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:30:21.933 UTC	
317	All Data	2d001403520f535ec68639aff5467885	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:30	America/Los_Angeles	6.333	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn3 ButtonPressed	1	1	CORRECT	ans_table_c3																								UpdateTextField		(~p&q)&(p|r)		Good move				none	none	Single-KC		KC316		Carnegie Mellon University	csdmpf18						-1	2018-07-22 21:30:40.618 UTC	2018-07-22 21:30:40.642 UTC
318	All Data	0d730f8a9e90b83645098ad2bbd9a80e	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:30	America/Los_Angeles	6.333	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10					ans_table_c3																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:30:40.638 UTC	
319	All Data	49576bafcb9353162d57c6fb016c9720	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:30	America/Los_Angeles	6.333	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10					group4																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:30:40.639 UTC	
320	All Data	1149a75f97863797b7dd4b26be0a9504	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:30	America/Los_Angeles	14	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	undefined undefined	1	0	HINT	hint																								ButtonPressed		hint request		"Try applying distributivity to the subexpression<p style=""margin: 0;"">(~p & q) & (p | r)</p>"		1	4	none	none	Single-KC		KC263		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 21:30:54.653 UTC	2018-07-22 21:30:54.673 UTC
321	All Data	7e35eb8eb6a71eecf1901f55d7c87a7a	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:31	America/Los_Angeles	39	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	undefined undefined	2	0	HINT	nextButton																								ButtonPressed		hint request		"The application of distributivity to the subexpression<p style=""margin: 0;"">(~p & q) & (p | r)</p> should result in <p style=""margin: 0;"">(~p & q) & p | (~p & q) & r</p>"		2	4	none	none	Single-KC		KC263		Carnegie Mellon University	csdmpf18							2018-07-22 21:31:33.498 UTC	2018-07-22 21:31:33.502 UTC
322	All Data	c96f3908264b3eb2dfb7e8ebf1e71854	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:32	America/Los_Angeles	20.333	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn4 ButtonPressed	1	1	CORRECT	ans_table_c4																								UpdateTextField		(~p&q)&p|(~p&q)&r		Good move				none	none	Single-KC		KC53		Carnegie Mellon University	csdmpf18						-1	2018-07-22 21:32:34.852 UTC	2018-07-22 21:32:34.882 UTC
323	All Data	6d7e1c0e6655fb8c5744692b4db1c0dc	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:32	America/Los_Angeles	20.333	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10					ans_table_c4																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:32:34.878 UTC	
324	All Data	41e7f7eef14414e1584b2f30a8cd1f92	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:32	America/Los_Angeles	20.333	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10					group5																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:32:34.880 UTC	
325	All Data	fd1e4c5893721904774e7fa07d98cc36	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:33	America/Los_Angeles	59	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	undefined undefined	3	0	HINT	hint																								ButtonPressed		hint request		"Try applying associativity to the subexpression<p style=""margin: 0;"">(~p & q) & r</p>"		1	4	none	none	Single-KC		KC263		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 21:33:33.934 UTC	2018-07-22 21:33:33.964 UTC
326	All Data	f79b3114cdf8f4924129172f832a5fd6	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:34	America/Los_Angeles	85	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn5 ButtonPressed	1	0	INCORRECT	ans_table_c5																								UpdateTextField		(~p&q)&p|((~p|q)|r)		"Your answer is incorrect, here's a counterexample:<ul style=""margin: 0;""><li>p is true</li><li>q is true</li><li>r is true</li></ul>where the given expression and your expression evaluate differently."				none	none	Single-KC		KC239		Carnegie Mellon University	csdmpf18						"[submit_btn5,ButtonPressed]"	2018-07-22 21:34:58.156 UTC	2018-07-22 21:34:58.201 UTC
327	All Data	49c63ee27d273b8d2974495275d1f21d	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:35	America/Los_Angeles	16	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn5 ButtonPressed	2	0	INCORRECT	ans_table_c5																								UpdateTextField		(~p&q)&p|(~p|(q|r))		"Your answer is incorrect, here's a counterexample:<ul style=""margin: 0;""><li>p is true</li><li>q is true</li><li>r is true</li></ul>where the given expression and your expression evaluate differently."				none	none	Single-KC		KC239		Carnegie Mellon University	csdmpf18						"[submit_btn5,ButtonPressed]"	2018-07-22 21:35:14.621 UTC	2018-07-22 21:35:14.661 UTC
328	All Data	ddd5b3a38f4a01cbae0345c631fcedeb	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:35	America/Los_Angeles	10	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn5 ButtonPressed	3	0	HINT	hint																								ButtonPressed		hint request		"Try applying associativity to the subexpression<p style=""margin: 0;"">(~p & q) & r</p>"		1	4	none	none	Single-KC		KC239		Carnegie Mellon University	csdmpf18						"[submit_btn5,ButtonPressed]"	2018-07-22 21:35:24.505 UTC	2018-07-22 21:35:24.510 UTC
329	All Data	a0ca972c0102a0fc715eec75e768a4f0	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:35	America/Los_Angeles	2	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn5 ButtonPressed	4	0	HINT	nextButton																								ButtonPressed		hint request		"The application of associativity to the subexpression<p style=""margin: 0;"">(~p & q) & r</p> should result in <p style=""margin: 0;"">~p & q & r</p>"		2	4	none	none	Single-KC		KC239		Carnegie Mellon University	csdmpf18							2018-07-22 21:35:26.169 UTC	2018-07-22 21:35:26.172 UTC
330	All Data	2c402ef129426d05ab1657c73ee50d64	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:35	America/Los_Angeles	4.333	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn5 ButtonPressed	5	1	CORRECT	ans_table_c5																								UpdateTextField		(~p&q)&p|(~p&q&r)		Good move				none	none	Single-KC		KC239		Carnegie Mellon University	csdmpf18						-1	2018-07-22 21:35:39.356 UTC	2018-07-22 21:35:39.383 UTC
331	All Data	d7e0f7fbc556639fa18ff344170ac900	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:35	America/Los_Angeles	4.333	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10					ans_table_c5																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:35:39.377 UTC	
332	All Data	986b67cdc31cd9a37099fda248c3ba2f	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:35	America/Los_Angeles	4.333	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10					group6																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-22 21:35:39.379 UTC	
333	All Data	741edc172fc4da75aab3241472e33141	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:35	America/Los_Angeles	4	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	undefined undefined	4	0	HINT	ans_table_c6	hint																							ButtonPressed	PreviousFocus	hint request		"Try applying associativity to the subexpression<p style=""margin: 0;"">(~p & q) & p</p>"		1	4	none	none	Single-KC		KC263		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-22 21:35:43.747 UTC	2018-07-22 21:35:43.769 UTC
334	All Data	5d2e65c5b2e84167ecb611add959dd40	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:35	America/Los_Angeles	3	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	undefined undefined	5	1	HINT	nextButton																								ButtonPressed		hint request		"The application of associativity to the subexpression<p style=""margin: 0;"">(~p & q) & p</p> should result in <p style=""margin: 0;"">~p & q & p</p>"		2	4	none	none	Single-KC		KC263		Carnegie Mellon University	csdmpf18							2018-07-22 21:35:46.751 UTC	2018-07-22 21:35:46.754 UTC
335	All Data	e60637775ae88a1927dcb31e663f7670	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:36	America/Los_Angeles	68	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn6 ButtonPressed	1	0	INCORRECT	ans_table_c6																								UpdateTextField		(~p&q)&(p|~p)&(p|q)&(p|r)		Your input adds more steps than necessary to the simplification process. Find a more efficient simplification.				none	none	Single-KC		KC135		Carnegie Mellon University	csdmpf18						"[submit_btn6,ButtonPressed]"	2018-07-22 21:36:54.261 UTC	2018-07-22 21:36:54.302 UTC
336	All Data	e9ffd810bc6d83a04c57eaf8b40ab8e7	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:41	America/Los_Angeles	288	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn6 ButtonPressed	2	0	INCORRECT	ans_table_c6																								UpdateTextField		(~p & q) & (p| r)		Your input adds more steps than necessary to the simplification process. Find a more efficient simplification.				none	none	Single-KC		KC135		Carnegie Mellon University	csdmpf18						"[submit_btn6,ButtonPressed]"	2018-07-22 21:41:42.982 UTC	2018-07-22 21:41:43.18 UTC
337	All Data	dd3964237206d64221c7cef97843188f	Stu_005bf93515f4958ae28ccbafa6f28bba	c3557c910a0001dc61a5a40afdccce90	7/22/18 21:43	America/Los_Angeles	85	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_1	4	7/22/18 21:10	submit_btn6 ButtonPressed	3	0	HINT	ans_table_c6	hint																							ButtonPressed	PreviousFocus	hint request		"Try applying associativity to the subexpression<p style=""margin: 0;"">(~p & q) & p</p>"		1	4	none	none	Single-KC		KC135		Carnegie Mellon University	csdmpf18						"[submit_btn6,ButtonPressed]"	2018-07-22 21:43:07.422 UTC	2018-07-22 21:43:07.428 UTC
